,UID,CardTier,Name,Team,Element,Element2,Element3,Element4,Position,Position5,Monster,Monster Type,Wound,Speed,Catch,Carry,Elusiveness,Tackle,PassBlock,RunBlock,Impact,Impact6,Special Attack Name,Special Attack Description,Special Attack Element,Special Attack Type,Special Attack Stat,Special Attack Stat Value,Special Attack Stat Value Type,Special Attack Trigger,Immunity Name,Immunity Element
55,HE5OL0060,5,Wrath Snowball,Hellion,Fire,These are dark creatures known as Hellions who emerged from the bowels of the earth to win glory for the underworld!,Hellfire fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire Resistance: Immune to Fire effects.,1,OL,Massive Hellion,Big2,80,9,0.8,0.08,0.05,0.13,0.14,0.14,0.07,,Hellfire fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire,Buff,Wound,2,Number,Tackling,Fire Resistance,Fire
56,HE5OL0061,5,Vlad Ivory,Hellion,Fire,These are dark creatures known as Hellions who emerged from the bowels of the earth to win glory for the underworld!,Hellfire fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire Resistance: Immune to Fire effects.,1,OL,Killer Abyssal Warrior,Med2,70,8,0.9,0.68,0.07,0.21,0.12,0.06,0.05,,Hellfire fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire,Buff,Wound,2,Number,Tackling,Fire Resistance,Fire
57,HE5OL0062,5,Comet Alexis,Hellion,Fire,These are dark creatures known as Hellions who emerged from the bowels of the earth to win glory for the underworld!,Hellfire fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire Resistance: Immune to Fire effects.,1,OL,Killer Abyssal Warrior,Med2,70,8,0.9,0.68,0.07,0.21,0.12,0.06,0.05,,Hellfire fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire,Buff,Wound,2,Number,Tackling,Fire Resistance,Fire
58,HE5R0063,5,Hannibal Phantom,Hellion,Fire,These are dark creatures known as Hellions who emerged from the bowels of the earth to win glory for the underworld!,Hellfire fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire Resistance: Immune to Fire effects.,1,R,Speedy Shadow,Fast2,60,7,0.95,0.83,0.07,0.15,0.12,0.06,0.05,,Hellfire fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire,Buff,Wound,2,Number,Tackling,Fire Resistance,Fire
59,HE5R0064,5,Maverick Girl,Hellion,Fire,These are dark creatures known as Hellions who emerged from the bowels of the earth to win glory for the underworld!,Hellfire fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire Resistance: Immune to Fire effects.,1,R,Speedy Shadow,Fast2,60,7,0.95,0.83,0.07,0.15,0.12,0.06,0.05,,Hellfire fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire,Buff,Wound,2,Number,Tackling,Fire Resistance,Fire
60,HE5S0065,5,Raven Ares,Hellion,Fire,These are dark creatures known as Hellions who emerged from the bowels of the earth to win glory for the underworld!,Hellfire fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire Resistance: Immune to Fire effects.,1,S,Killer Abyssal Warrior,Med2,70,8,0.9,0.68,0.07,0.21,0.12,0.06,0.05,,Hellfire fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire,Buff,Wound,2,Number,Tackling,Fire Resistance,Fire
61,HE5S0066,5,Courage Paws,Hellion,Fire,These are dark creatures known as Hellions who emerged from the bowels of the earth to win glory for the underworld!,Hellfire fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire Resistance: Immune to Fire effects.,1,S,Killer Abyssal Warrior,Med2,70,8,0.9,0.68,0.07,0.21,0.12,0.06,0.05,,Hellfire fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire,Buff,Wound,2,Number,Tackling,Fire Resistance,Fire
62,HE5DL0067,5,Archer Atilla,Hellion,Fire,These are dark creatures known as Hellions who emerged from the bowels of the earth to win glory for the underworld!,Hellfire fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire Resistance: Immune to Fire effects.,1,DL,Massive Hellion,Big2,80,9,0.8,0.08,0.05,0.13,0.14,0.14,0.07,,Hellfire fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire,Buff,Wound,2,Number,Tackling,Fire Resistance,Fire
63,HE5DL0068,5,Chaos Laika,Hellion,Fire,These are dark creatures known as Hellions who emerged from the bowels of the earth to win glory for the underworld!,Hellfire fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire Resistance: Immune to Fire effects.,1,DL,Killer Abyssal Warrior,Med2,70,8,0.9,0.68,0.07,0.21,0.12,0.06,0.05,,Hellfire fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire,Buff,Wound,2,Number,Tackling,Fire Resistance,Fire
64,HE5DL0069,5,Vlad Mercury,Hellion,Fire,These are dark creatures known as Hellions who emerged from the bowels of the earth to win glory for the underworld!,Hellfire fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire Resistance: Immune to Fire effects.,1,DL,Killer Abyssal Warrior,Med2,70,8,0.9,0.68,0.07,0.21,0.12,0.06,0.05,,Hellfire fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire,Buff,Wound,2,Number,Tackling,Fire Resistance,Fire
65,HE5DB0070,5,Ajax Hellmouth,Hellion,Fire,These are dark creatures known as Hellions who emerged from the bowels of the earth to win glory for the underworld!,Hellfire fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire Resistance: Immune to Fire effects.,1,DB,Speedy Shadow,Fast2,60,7,0.95,0.83,0.07,0.15,0.12,0.06,0.05,,Hellfire fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire,Buff,Wound,2,Number,Tackling,Fire Resistance,Fire
66,HE5DB0071,5,Sniper Arcadia,Hellion,Fire,These are dark creatures known as Hellions who emerged from the bowels of the earth to win glory for the underworld!,Hellfire fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire Resistance: Immune to Fire effects.,1,DB,Speedy Shadow,Fast2,60,7,0.95,0.83,0.07,0.15,0.12,0.06,0.05,,Hellfire fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Fire,Buff,Wound,2,Number,Tackling,Fire Resistance,Fire
67,DR1RB0072,1,Sky Aphelia,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,RB,Ferocious Robo-Warrior,Med3,30,3,0.45,0.7,0.05,0.12,0.02,0,0,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
68,DR1OL0073,1,Chewy Equinox,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,OL,Huge Death Droid,Big3,40,4,0.35,0.55,0.02,0.03,0.06,0.06,0.04,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
69,DR1OL0074,1,Seti Equinox,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,OL,Killer Robo-Warrior,Med2,30,4,0.5,0.6,0.03,0.09,0.04,0.02,0.01,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
70,DR1OL0075,1,Grog Sputs,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,OL,Killer Robo-Warrior,Med2,30,4,0.5,0.6,0.03,0.09,0.04,0.02,0.01,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
71,DR1R0076,1,Zero Voide,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,R,Quick War Droid,Fast3,20,2,0.5,0.75,0.05,0.09,0.04,0,0,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
72,DR1R0077,1,Jet Plasma,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,R,Quick War Droid,Fast3,20,2,0.5,0.75,0.05,0.09,0.04,0,0,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
73,DR1S0078,1,Giokog Murmuuc,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,S,Ferocious Robo-Warrior,Med3,30,3,0.45,0.7,0.05,0.12,0.02,0,0,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
74,DR1S0079,1,Basush Briotrade,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,S,Ferocious Robo-Warrior,Med3,30,3,0.45,0.7,0.05,0.12,0.02,0,0,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
75,DR1DL0080,1,Eltud Phaaku,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,DL,Huge Death Droid,Big3,40,4,0.35,0.55,0.02,0.03,0.06,0.06,0.04,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
76,DR1DL0081,1,Vuiner Bexrionea,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,DL,Killer Robo-Warrior,Med2,30,4,0.5,0.6,0.03,0.09,0.04,0.02,0.01,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
77,DR1DL0082,1,Orb Gibbsy,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,DL,Killer Robo-Warrior,Med2,30,4,0.5,0.6,0.03,0.09,0.04,0.02,0.01,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
78,DR1DB0083,1,Boo Syzygy,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,DB,Quick War Droid,Fast3,20,2,0.5,0.75,0.05,0.09,0.04,0,0,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
79,DR1DB0084,1,Solace Lumina,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,DB,Quick War Droid,Fast3,20,2,0.5,0.75,0.05,0.09,0.04,0,0,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
80,DR2RB0085,2,Nebula Starlight,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,RB,Ferocious Robo-Warrior,Med3,40,4,0.55,0.72,0.06,0.15,0.04,0.01,0.01,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
81,DR2OL0086,2,Raye Nebula,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,OL,Huge Death Droid,Big3,50,5,0.45,0.57,0.03,0.06,0.08,0.07,0.05,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
82,DR2OL0087,2,Iso Raye,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,OL,Killer Robo-Warrior,Med2,40,5,0.6,0.62,0.04,0.12,0.06,0.03,0.02,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
83,DR2OL0088,2,Zaahne Zuizern,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,OL,Killer Robo-Warrior,Med2,40,5,0.6,0.62,0.04,0.12,0.06,0.03,0.02,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
84,DR2R0089,2,Pusisz Seeddermua,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,R,Quick War Droid,Fast3,30,3,0.6,0.77,0.06,0.12,0.06,0.01,0.01,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
85,DR2R0090,2,Neteanz Purnirxee,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,R,Quick War Droid,Fast3,30,3,0.6,0.77,0.06,0.12,0.06,0.01,0.01,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
86,DR2S0091,2,Caemmi Wruaklotue,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,S,Ferocious Robo-Warrior,Med3,40,4,0.55,0.72,0.06,0.15,0.04,0.01,0.01,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
87,DR2S0092,2,Hannibal Hydra,Droid,Radiation,"These Droids once operated an automated nuclear reator, but their mad creator has reprogrammed them to seek victory at any cost!","Atomic shield: Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation Resistance: Immune to Radiation effects.,1,S,Ferocious Robo-Warrior,Med3,40,4,0.55,0.72,0.06,0.15,0.04,0.01,0.01,,Atomic shield,"Damage Shield slowing creatures, decreasing their speed by 10% when blocked by an enemy.",Radiation,Shield Debuff,Speed,0.1,Percentage,Blocked,Radiation Resistance,Radiation
